countyCode,districtCode,schoolCode,recordType,charter,testYear,countyName,districtName,schoolName,zipcode
00,00000,0000000,04,0000,2011-2012,State of California,,,
01,00000,0000000,03,0000,2011-2012,Alameda,,,
01,10017,0000000,02,0000,2011-2012,Alameda,Alameda County Office of Education,,94544
01,10017,0130401,01,0000,2011-2012,Alameda,Alameda County Office of Education,Juvenile Hall/Court,94578
01,10017,0130419,01,0000,2011-2012,Alameda,Alameda County Office of Education,County Community,94544
01,10017,0130427,01,0000,2011-2012,Alameda,Alameda County Office of Education,Alameda Co. Opportunity,94544
01,10017,0000000,02,0728,2011-2012,Alameda,FAME Public Charter,,94560
01,10017,0109835,09,0728,2011-2012,Alameda,FAME Public Charter,FAME Public Charter,94560
01,10017,0000000,02,0740,2011-2012,Alameda,Cox Academy,,94603
01,10017,6001788,09,0740,2011-2012,Alameda,Cox Academy,Cox Academy,94603
01,10017,0000000,02,0811,2011-2012,Alameda,Envision Academy for Arts,,94612
01,10017,0112607,09,0811,2011-2012,Alameda,Envision Academy for Arts,Envision Academy for Arts,94612
01,10017,0000000,02,1049,2011-2012,Alameda,Aspire California College Preparatory Academy,,94703
01,10017,0118489,09,1049,2011-2012,Alameda,Aspire California College Preparatory Academy,Aspire California College Preparatory Academy,94703
01,10017,0000000,02,1284,2011-2012,Alameda,Community School for Creative Education,,94501
01,10017,0123968,09,1284,2011-2012,Alameda,Community School for Creative Education,Community School for Creative Education,94501
01,10017,0000000,02,1296,2011-2012,Alameda,Yu Ming Charter,,94544
01,10017,0124172,09,1296,2011-2012,Alameda,Yu Ming Charter,Yu Ming Charter,94544
01,31609,0000000,02,0000,2011-2012,Alameda,California School for the Blind (State Special Sch,,94536
01,31609,0131755,01,0000,2011-2012,Alameda,California School for the Blind (State Special Sch,Calif School for the Blind,94536
01,61119,0000000,02,0000,2011-2012,Alameda,Alameda City Unified,,94501
01,61119,0106401,01,0000,2011-2012,Alameda,Alameda City Unified,Alameda Science and Technology,94501
01,61119,0111765,01,0000,2011-2012,Alameda,Alameda City Unified,Ruby Bridges Elementary,94501
01,61119,0130229,01,0000,2011-2012,Alameda,Alameda City Unified,Alameda High,94501
01,61119,0132878,01,0000,2011-2012,Alameda,Alameda City Unified,Encinal High,94501
01,61119,0134304,01,0000,2011-2012,Alameda,Alameda City Unified,Island High  (Continuation),94501
01,61119,6090005,01,0000,2011-2012,Alameda,Alameda City Unified,Lum (Donald D.) Elementary,94501
01,61119,6090013,01,0000,2011-2012,Alameda,Alameda City Unified,Edison Elementary,94501
01,61119,6090021,01,0000,2011-2012,Alameda,Alameda City Unified,Otis (Frank) Elementary,94501
01,61119,6090039,01,0000,2011-2012,Alameda,Alameda City Unified,Franklin Elementary,94501
01,61119,6090047,01,0000,2011-2012,Alameda,Alameda City Unified,Haight Elementary,94501
01,61119,6090054,01,0000,2011-2012,Alameda,Alameda City Unified,Lincoln Middle,94501
01,61119,6090104,01,0000,2011-2012,Alameda,Alameda City Unified,Washington Elementary,94501
01,61119,6090112,01,0000,2011-2012,Alameda,Alameda City Unified,Wood (Will C.) Middle,94501
01,61119,6090120,01,0000,2011-2012,Alameda,Alameda City Unified,William G. Paden Elementary,94501
01,61119,6100374,01,0000,2011-2012,Alameda,Alameda City Unified,Amelia Earhart Elementary,94502
01,61119,6110779,01,0000,2011-2012,Alameda,Alameda City Unified,Bay Farm Elementary,94502
01,61119,0000000,02,0352,2011-2012,Alameda,Alameda Community Learning Center,,94501
01,61119,0130609,09,0352,2011-2012,Alameda,Alameda Community Learning Center,Alameda Community Learning Center,94501
01,61119,0000000,02,0398,2011-2012,Alameda,Bay Area School of Enterprise,,94501
01,61119,0130625,09,0398,2011-2012,Alameda,Bay Area School of Enterprise,Bay Area School of Enterprise,94501
01,61119,0000000,02,1066,2011-2012,Alameda,Nea Community Learning Center,,94501
01,61119,0119222,09,1066,2011-2012,Alameda,Nea Community Learning Center,Nea Community Learning Center,94501
01,61119,0122085,10,1181,2011-2012,Alameda,Alameda City Unified,Academy of Alameda,94501
01,61127,0000000,02,0000,2011-2012,Alameda,Albany City Unified,,94706
01,61127,0130450,01,0000,2011-2012,Alameda,Albany City Unified,Albany High,94706
01,61127,6090146,01,0000,2011-2012,Alameda,Albany City Unified,Cornell Elementary,94706
01,61127,6090161,01,0000,2011-2012,Alameda,Albany City Unified,Albany Middle,94706
01,61127,6095376,01,0000,2011-2012,Alameda,Albany City Unified,Marin Elementary,94706
01,61127,6116222,01,0000,2011-2012,Alameda,Albany City Unified,Ocean View Elementary,94706
01,61143,0000000,02,0000,2011-2012,Alameda,Berkeley Unified,,94704
01,61143,0131177,01,0000,2011-2012,Alameda,Berkeley Unified,Berkeley High,94704
01,61143,0134924,01,0000,2011-2012,Alameda,Berkeley Unified,Berkeley Technology,94704
01,61143,6056857,01,0000,2011-2012,Alameda,Berkeley Unified,King Middle,94703
01,61143,6056865,01,0000,2011-2012,Alameda,Berkeley Unified,Willard Middle,94705
01,61143,6090187,01,0000,2011-2012,Alameda,Berkeley Unified,Parks Magnet,94710
01,61143,6090195,01,0000,2011-2012,Alameda,Berkeley Unified,Cragmont Elementary,94708
01,61143,6090211,01,0000,2011-2012,Alameda,Berkeley Unified,Emerson Elementary,94705
01,61143,6090252,01,0000,2011-2012,Alameda,Berkeley Unified,Jefferson Elementary,94702
01,61143,6090278,01,0000,2011-2012,Alameda,Berkeley Unified,Leconte Elementary,94705
01,61143,6090286,01,0000,2011-2012,Alameda,Berkeley Unified,Malcolm X Elementary,94703
01,61143,6090294,01,0000,2011-2012,Alameda,Berkeley Unified,Longfellow Arts & Technology,94703
01,61143,6090302,01,0000,2011-2012,Alameda,Berkeley Unified,Oxford Elementary,94707
01,61143,6090310,01,0000,2011-2012,Alameda,Berkeley Unified,Thousand Oaks Elementary,94707
01,61143,6090328,01,0000,2011-2012,Alameda,Berkeley Unified,Washington Elementary,94704
01,61143,6097729,01,0000,2011-2012,Alameda,Berkeley Unified,Whittier/Arts,94709
01,61143,6105316,01,0000,2011-2012,Alameda,Berkeley Unified,Muir (John) Elementary,94705
01,61150,0000000,02,0000,2011-2012,Alameda,Castro Valley Unified,,94546
01,61150,0132225,01,0000,2011-2012,Alameda,Castro Valley Unified,Castro Valley High,94546
01,61150,6090351,01,0000,2011-2012,Alameda,Castro Valley Unified,Castro Valley Elementary,94546
01,61150,6090369,01,0000,2011-2012,Alameda,Castro Valley Unified,Chabot Elementary,94546
01,61150,6090385,01,0000,2011-2012,Alameda,Castro Valley Unified,Creekside Middle,94546
01,61150,6090393,01,0000,2011-2012,Alameda,Castro Valley Unified,Independent Elementary,94552
01,61150,6090401,01,0000,2011-2012,Alameda,Castro Valley Unified,Marshall Elementary,94546
01,61150,6090419,01,0000,2011-2012,Alameda,Castro Valley Unified,Palomares Elementary,94552
01,61150,6090435,01,0000,2011-2012,Alameda,Castro Valley Unified,Proctor Elementary,94546
01,61150,6090468,01,0000,2011-2012,Alameda,Castro Valley Unified,Stanton Elementary,94546
01,61150,6090484,01,0000,2011-2012,Alameda,Castro Valley Unified,Vannoy Elementary,94546
01,61150,6097653,01,0000,2011-2012,Alameda,Castro Valley Unified,Canyon Middle,94552
01,61150,6113005,01,0000,2011-2012,Alameda,Castro Valley Unified,Jensen Ranch,94552
01,61168,0000000,02,0000,2011-2012,Alameda,Emery Unified,,94608
01,61168,0132746,01,0000,2011-2012,Alameda,Emery Unified,Emery Secondary,94608
01,61168,6090492,01,0000,2011-2012,Alameda,Emery Unified,Anna Yates Elementary,94608
01,61176,0000000,02,0000,2011-2012,Alameda,Fremont Unified,,94537
01,61176,0130062,01,0000,2011-2012,Alameda,Fremont Unified,American High,94536
01,61176,0130138,01,0000,2011-2012,Alameda,Fremont Unified,Robertson High (Continuation),94538
01,61176,0130435,01,0000,2011-2012,Alameda,Fremont Unified,Vista Alternative,94538
01,61176,0134270,01,0000,2011-2012,Alameda,Fremont Unified,Irvington High,94538
01,61176,0134452,01,0000,2011-2012,Alameda,Fremont Unified,Kennedy (John F.) High,94538
01,61176,0135244,01,0000,2011-2012,Alameda,Fremont Unified,Mission San Jose High,94539
01,61176,0138693,01,0000,2011-2012,Alameda,Fremont Unified,Washington High,94536
01,61176,6000541,01,0000,2011-2012,Alameda,Fremont Unified,Blacow (John) Elementary,94538
01,61176,6000558,01,0000,2011-2012,Alameda,Fremont Unified,Brier Elementary,94538
01,61176,6000566,01,0000,2011-2012,Alameda,Fremont Unified,Cabrillo Elementary,94536
01,61176,6000590,01,0000,2011-2012,Alameda,Fremont Unified,Grimmer (E. M.) Elementary,94538
01,61176,6000624,01,0000,2011-2012,Alameda,Fremont Unified,Glenmoor Elementary,94536
01,61176,6000640,01,0000,2011-2012,Alameda,Fremont Unified,Green (Harvey) Elementary,94538
01,61176,6000665,01,0000,2011-2012,Alameda,Fremont Unified,Durham (J. Haley) Elementary,94538
01,61176,6000673,01,0000,2011-2012,Alameda,Fremont Unified,Leitch (James) Elementary,94539
01,61176,6000681,01,0000,2011-2012,Alameda,Fremont Unified,Azevada (Joseph) Elementary,94538
01,61176,6000715,01,0000,2011-2012,Alameda,Fremont Unified,Maloney (Tom) Elementary,94536
01,61176,6000723,01,0000,2011-2012,Alameda,Fremont Unified,Mattos (John G.) Elementary,94536
01,61176,6000749,01,0000,2011-2012,Alameda,Fremont Unified,Mission Valley Elementary,94539
01,61176,6000756,01,0000,2011-2012,Alameda,Fremont Unified,Niles Elementary,94536
01,61176,6000764,01,0000,2011-2012,Alameda,Fremont Unified,Hirsch (O. N.) Elementary,94538
01,61176,6000798,01,0000,2011-2012,Alameda,Fremont Unified,Parkmont Elementary,94536
01,61176,6000806,01,0000,2011-2012,Alameda,Fremont Unified,Patterson Elementary,94536
01,61176,6000830,01,0000,2011-2012,Alameda,Fremont Unified,Vallejo Mill Elementary,94536
01,61176,6000848,01,0000,2011-2012,Alameda,Fremont Unified,Warm Springs Elementary,94539
01,61176,6056873,01,0000,2011-2012,Alameda,Fremont Unified,Centerville Junior High,94536
01,61176,6056881,01,0000,2011-2012,Alameda,Fremont Unified,Walters (G. M.) Junior High,94538
01,61176,6056907,01,0000,2011-2012,Alameda,Fremont Unified,Horner (John M.) Junior High,94538
01,61176,6056915,01,0000,2011-2012,Alameda,Fremont Unified,Thornton Junior High,94536
01,61176,6056923,01,0000,2011-2012,Alameda,Fremont Unified,Hopkins (William) Junior High,94539
01,61176,6066468,01,0000,2011-2012,Alameda,Fremont Unified,Gomes (John) Elementary,94539
01,61176,6089320,01,0000,2011-2012,Alameda,Fremont Unified,Brookvale Elementary,94536
01,61176,6089619,01,0000,2011-2012,Alameda,Fremont Unified,Warwick Elementary,94555
01,61176,6090526,01,0000,2011-2012,Alameda,Fremont Unified,Chadbourne (Joshua) Elementary,94539
01,61176,6090534,01,0000,2011-2012,Alameda,Fremont Unified,Mission San Jose Elementary,94539
01,61176,6090542,01,0000,2011-2012,Alameda,Fremont Unified,Oliveira Elementary,94536
01,61176,6090559,01,0000,2011-2012,Alameda,Fremont Unified,Millard (Steven) Elementary,94538
01,61176,6104723,01,0000,2011-2012,Alameda,Fremont Unified,Ardenwood Elementary,94555
01,61176,6106983,01,0000,2011-2012,Alameda,Fremont Unified,Weibel (Fred E.) Elementary,94539
01,61176,6111330,01,0000,2011-2012,Alameda,Fremont Unified,Forest Park Elementary,94555
01,61176,0130534,10,0152,2011-2012,Alameda,Fremont Unified,Circle of Independent Learning,94538
01,61192,0000000,02,0000,2011-2012,Alameda,Hayward Unified,,94544
01,61192,0111815,01,0000,2011-2012,Alameda,Hayward Unified,Stonebrae Elementary,94542
01,61192,0133009,01,0000,2011-2012,Alameda,Hayward Unified,Brenkwitz High,94541
01,61192,0133629,01,0000,2011-2012,Alameda,Hayward Unified,Hayward High,94541
01,61192,0135319,01,0000,2011-2012,Alameda,Hayward Unified,Mt. Eden High,94545
01,61192,0138339,01,0000,2011-2012,Alameda,Hayward Unified,Tennyson High,94544
01,61192,6000889,01,0000,2011-2012,Alameda,Hayward Unified,Bowman Elementary,94544
01,61192,6000905,01,0000,2011-2012,Alameda,Hayward Unified,Burbank Elementary,94541
01,61192,6000913,01,0000,2011-2012,Alameda,Hayward Unified,Cherryland Elementary,94541
01,61192,6000921,01,0000,2011-2012,Alameda,Hayward Unified,East Avenue Elementary,94541
01,61192,6000947,01,0000,2011-2012,Alameda,Hayward Unified,Eldridge Elementary,94544
01,61192,6000962,01,0000,2011-2012,Alameda,Hayward Unified,Fairview Elementary,94541
01,61192,6000988,01,0000,2011-2012,Alameda,Hayward Unified,Glassbrook Elementary,94544
01,61192,6000996,01,0000,2011-2012,Alameda,Hayward Unified,Harder Elementary,94544
01,61192,6001044,01,0000,2011-2012,Alameda,Hayward Unified,Longwood Elementary,94541
01,61192,6001051,01,0000,2011-2012,Alameda,Hayward Unified,Lorin A. Eden Elementary,94545
01,61192,6001093,01,0000,2011-2012,Alameda,Hayward Unified,Palma Ceia Elementary,94545
01,61192,6001101,01,0000,2011-2012,Alameda,Hayward Unified,Park Elementary,94540
01,61192,6001127,01,0000,2011-2012,Alameda,Hayward Unified,Ruus Elementary,94540
01,61192,6001135,01,0000,2011-2012,Alameda,Hayward Unified,Schafer Park Elementary,94544
01,61192,6001176,01,0000,2011-2012,Alameda,Hayward Unified,Southgate Elementary,94545
01,61192,6001192,01,0000,2011-2012,Alameda,Hayward Unified,Treeview Elementary,94544
01,61192,6056931,01,0000,2011-2012,Alameda,Hayward Unified,Bret Harte Middle,94540
01,61192,6056949,01,0000,2011-2012,Alameda,Hayward Unified,Chavez (Cesar) Middle,94544
01,61192,6056956,01,0000,2011-2012,Alameda,Hayward Unified,Ochoa (Anthony W.) Middle,94545
01,61192,6056972,01,0000,2011-2012,Alameda,Hayward Unified,Winton Middle,94540
01,61192,6062160,01,0000,2011-2012,Alameda,Hayward Unified,Strobridge Elementary,94546
01,61192,6066476,01,0000,2011-2012,Alameda,Hayward Unified,Martin Luther King, Jr. Middle,94545
01,61192,6090583,01,0000,2011-2012,Alameda,Hayward Unified,Eden Gardens Elementary,94545
01,61192,6104566,01,0000,2011-2012,Alameda,Hayward Unified,Tyrrell Elementary,94540
01,61192,6113815,01,0000,2011-2012,Alameda,Hayward Unified,Faith Ringgold School of Arts,94541
01,61192,0000000,02,0684,2011-2012,Alameda,Leadership Public Schools,,94545
01,61192,0108670,09,0684,2011-2012,Alameda,Leadership Public Schools,Leadership Public Schools,94545
01,61192,0000000,02,0836,2011-2012,Alameda,Impact Academy of Arts & Technology,,94545
01,61192,0113902,09,0836,2011-2012,Alameda,Impact Academy of Arts & Technology,Impact Academy of Arts & Technology,94545
01,61192,0000000,02,1067,2011-2012,Alameda,Golden Oak Montessori of Hayward,,94542
01,61192,0119248,09,1067,2011-2012,Alameda,Golden Oak Montessori of Hayward,Golden Oak Montessori of Hayward,94542
01,61200,0000000,02,0000,2011-2012,Alameda,Livermore Valley Joint Unified,,94551
01,61200,0130393,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,94550
01,61200,0130492,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Phoenix High (Continuation),94550
01,61200,0132670,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,94550
01,61200,0133397,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Granada High,94550
01,61200,0134536,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Livermore High,94550
01,61200,6001234,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Junction K-8,94551
01,61200,6001242,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,East Avenue Middle,94550
01,61200,6001259,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Smith (Emma C.) Elementary,94550
01,61200,6001283,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,94550
01,61200,6001291,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Joe Michell,94550
01,61200,6001317,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,94551
01,61200,6001341,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,94550
01,61200,6071906,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,94550
01,61200,6085773,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Christensen Middle,94551
01,61200,6089338,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,94551
01,61200,6097661,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Sunset Elementary,94550
01,61200,6110332,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Croce (Leo R.) Elementary,94551
01,61200,6117543,01,0000,2011-2012,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,94551
01,61218,0000000,02,0000,2011-2012,Alameda,Mountain House Elementary,,94514
01,61218,6001358,01,0000,2011-2012,Alameda,Mountain House Elementary,Mountain House Elementary,94514
01,61234,0000000,02,0000,2011-2012,Alameda,Newark Unified,,94560
01,61234,0130054,01,0000,2011-2012,Alameda,Newark Unified,Newark Memorial High,94560
01,61234,0130484,01,0000,2011-2012,Alameda,Newark Unified,Crossroads High (Alter.),94560
01,61234,0135426,01,0000,2011-2012,Alameda,Newark Unified,Bridgepoint High, Continuation,94560
01,61234,6001440,01,0000,2011-2012,Alameda,Newark Unified,Schilling (August) Elementary,94560
01,61234,6001457,01,0000,2011-2012,Alameda,Newark Unified,Musick (E. L.) Elementary,94560
01,61234,6001473,01,0000,2011-2012,Alameda,Newark Unified,Snow (H. A.) Elementary,94560
01,61234,6001481,01,0000,2011-2012,Alameda,Newark Unified,Graham (James A.) Elementary,94560
01,61234,6001499,01,0000,2011-2012,Alameda,Newark Unified,Bunker (James L.) Elementary,94560
01,61234,6001507,01,0000,2011-2012,Alameda,Newark Unified,Kennedy (John F.) Elementary,94560
01,61234,6001523,01,0000,2011-2012,Alameda,Newark Unified,Lincoln Elementary,94560
01,61234,6001531,01,0000,2011-2012,Alameda,Newark Unified,Milani (Louis) Elementary,94560
01,61234,6102917,01,0000,2011-2012,Alameda,Newark Unified,Newark Junior High,94560
01,61242,0000000,02,0000,2011-2012,Alameda,New Haven Unified,,94587
01,61242,0000001,01,0000,2011-2012,Alameda,New Haven Unified,District Students in NPS,94587
01,61242,0110460,01,0000,2011-2012,Alameda,New Haven Unified,Core Learning Academy,94544
01,61242,0110478,01,0000,2011-2012,Alameda,New Haven Unified,Alternative Learning Academy,94544
01,61242,0114629,01,0000,2011-2012,Alameda,New Haven Unified,New Haven Community Day,94587
01,61242,0134668,01,0000,2011-2012,Alameda,New Haven Unified,James Logan High,94587
01,61242,6001572,01,0000,2011-2012,Alameda,New Haven Unified,Alvarado Elementary,94587
01,61242,6001606,01,0000,2011-2012,Alameda,New Haven Unified,Hillview Crest Elementary,94544
01,61242,6001622,01,0000,2011-2012,Alameda,New Haven Unified,Searles Elementary,94587
01,61242,6068266,01,0000,2011-2012,Alameda,New Haven Unified,Alvarado Middle,94587
01,61242,6089346,01,0000,2011-2012,Alameda,New Haven Unified,Cabello Student Support Center,94587
01,61242,6097679,01,0000,2011-2012,Alameda,New Haven Unified,Cesar Chavez Middle,94587
01,61242,6101604,01,0000,2011-2012,Alameda,New Haven Unified,Pioneer Elementary,94587
01,61242,6115505,01,0000,2011-2012,Alameda,New Haven Unified,Kitayama (Tom) Elementary,94587
01,61242,6115554,01,0000,2011-2012,Alameda,New Haven Unified,Emanuele (Guy Jr.) Elementary,94587
01,61242,6118525,01,0000,2011-2012,Alameda,New Haven Unified,Eastin Delaine Elementary,94587
01,61259,0000000,02,0000,2011-2012,Alameda,Oakland Unified,,94606
01,61259,0100701,01,0000,2011-2012,Alameda,Oakland Unified,MetWest,94606
01,61259,0100792,01,0000,2011-2012,Alameda,Oakland Unified,Think College Now,94601
01,61259,0100826,01,0000,2011-2012,Alameda,Oakland Unified,Mandela High,94601
01,61259,0100834,01,0000,2011-2012,Alameda,Oakland Unified,Media College Preparatory,94601
01,61259,0101063,01,0000,2011-2012,Alameda,Oakland Unified,College Prep. and Architecture,93601
01,61259,0102954,01,0000,2011-2012,Alameda,Oakland Unified,Business and Information Technology,94605
01,61259,0102962,01,0000,2011-2012,Alameda,Oakland Unified,East Oakland Sch. of the Arts,94605
01,61259,0102988,01,0000,2011-2012,Alameda,Oakland Unified,EnCompass Academy Elementary,94621
01,61259,0106542,01,0000,2011-2012,Alameda,Oakland Unified,Community Day,94619
01,61259,0106559,01,0000,2011-2012,Alameda,Oakland Unified,Oakland Community Day Middle,94619
01,61259,0107417,01,0000,2011-2012,Alameda,Oakland Unified,Leadership Preparatory High,94605
01,61259,0110189,01,0000,2011-2012,Alameda,Oakland Unified,Expression, Excellence, Community,94607
01,61259,0110239,01,0000,2011-2012,Alameda,Oakland Unified,Reach Academy,94603
01,61259,0110247,01,0000,2011-2012,Alameda,Oakland Unified,Manzanita SEED Elementary,94601
01,61259,0110254,01,0000,2011-2012,Alameda,Oakland Unified,Sankofa Academy,94609
01,61259,0110262,01,0000,2011-2012,Alameda,Oakland Unified,Rise Community,94621
01,61259,0110361,01,0000,2011-2012,Alameda,Oakland Unified,Far West,94618
01,61259,0112763,01,0000,2011-2012,Alameda,Oakland Unified,United for Success Academy,94601
01,61259,0112771,01,0000,2011-2012,Alameda,Oakland Unified,Alliance Academy,94603
01,61259,0112789,01,0000,2011-2012,Alameda,Oakland Unified,Elmhurst Community Prep,94603
01,61259,0112797,01,0000,2011-2012,Alameda,Oakland Unified,Coliseum College Prep Academy,94621
01,61259,0112805,01,0000,2011-2012,Alameda,Oakland Unified,ROOTS International Academy,94621
01,61259,0112813,01,0000,2011-2012,Alameda,Oakland Unified,Fred T. Korematsu Discovery,94603
01,61259,0115204,01,0000,2011-2012,Alameda,Oakland Unified,Community United Elementary,94621
01,61259,0115576,01,0000,2011-2012,Alameda,Oakland Unified,Futures Elementary,94621
01,61259,0115584,01,0000,2011-2012,Alameda,Oakland Unified,Global Family,94601
01,61259,0115592,01,0000,2011-2012,Alameda,Oakland Unified,Learning Without Limits,94601
01,61259,0115600,01,0000,2011-2012,Alameda,Oakland Unified,East Oakland Pride Elementary,94621
01,61259,0115618,01,0000,2011-2012,Alameda,Oakland Unified,Greenleaf Elementary,94621
01,61259,0115626,01,0000,2011-2012,Alameda,Oakland Unified,West Oakland Middle,94607
01,61259,0115634,01,0000,2011-2012,Alameda,Oakland Unified,Barack Obama Academy,94605
01,61259,0115667,01,0000,2011-2012,Alameda,Oakland Unified,Oakland International High,94609
01,61259,0118653,01,0000,2011-2012,Alameda,Oakland Unified,Ralph J. Bunche High,94607
01,61259,0125161,01,0000,2011-2012,Alameda,Oakland Unified,Castlemont High,94605
01,61259,0130146,01,0000,2011-2012,Alameda,Oakland Unified,Rudsdale Continuation,94621
01,61259,0130179,01,0000,2011-2012,Alameda,Oakland Unified,Street Academy (Alter.),94609
01,61259,0130575,01,0000,2011-2012,Alameda,Oakland Unified,LIFE Academy,94601
01,61259,0132688,01,0000,2011-2012,Alameda,Oakland Unified,Dewey Academy,94606
01,61259,0135905,01,0000,2011-2012,Alameda,Oakland Unified,Oakland High,94610
01,61259,0136051,01,0000,2011-2012,Alameda,Oakland Unified,Oakland Technical High,94611
01,61259,0137943,01,0000,2011-2012,Alameda,Oakland Unified,Skyline High,94619
01,61259,6001630,01,0000,2011-2012,Alameda,Oakland Unified,Allendale Elementary,94619
01,61259,6001648,01,0000,2011-2012,Alameda,Oakland Unified,Chabot Elementary,94618
01,61259,6001655,01,0000,2011-2012,Alameda,Oakland Unified,Bella Vista Elementary,94610
01,61259,6001663,01,0000,2011-2012,Alameda,Oakland Unified,Brookfield Elementary,94603
01,61259,6001689,01,0000,2011-2012,Alameda,Oakland Unified,Burckhalter Elementary,94605
01,61259,6001697,01,0000,2011-2012,Alameda,Oakland Unified,Carl B. Munck Elementary,94619
01,61259,6001713,01,0000,2011-2012,Alameda,Oakland Unified,Howard Elementary,94605
01,61259,6001739,01,0000,2011-2012,Alameda,Oakland Unified,Cleveland Elementary,94606
01,61259,6001754,01,0000,2011-2012,Alameda,Oakland Unified,Crocker Highlands Elementary,94610
01,61259,6001812,01,0000,2011-2012,Alameda,Oakland Unified,Emerson Elementary,94609
01,61259,6001820,01,0000,2011-2012,Alameda,Oakland Unified,Franklin Elementary,94606
01,61259,6001838,01,0000,2011-2012,Alameda,Oakland Unified,Fruitvale Elementary,94602
01,61259,6001846,01,0000,2011-2012,Alameda,Oakland Unified,Garfield Elementary,94606
01,61259,6001853,01,0000,2011-2012,Alameda,Oakland Unified,Glenview Elementary,94602
01,61259,6001879,01,0000,2011-2012,Alameda,Oakland Unified,Grass Valley Elementary,94605
01,61259,6001895,01,0000,2011-2012,Alameda,Oakland Unified,Kaiser Elementary,94618
01,61259,6001903,01,0000,2011-2012,Alameda,Oakland Unified,New Highland Academy,94621
01,61259,6001911,01,0000,2011-2012,Alameda,Oakland Unified,Hillcrest Elementary,94618
01,61259,6001929,01,0000,2011-2012,Alameda,Oakland Unified,Horace Mann Elementary,94601
01,61259,6001945,01,0000,2011-2012,Alameda,Oakland Unified,Joaquin Miller Elementary,94611
01,61259,6001952,01,0000,2011-2012,Alameda,Oakland Unified,Marshall Elementary,94605
01,61259,6001978,01,0000,2011-2012,Alameda,Oakland Unified,Lafayette Elementary,94607
01,61259,6001986,01,0000,2011-2012,Alameda,Oakland Unified,Lakeview Elementary,94610
01,61259,6001994,01,0000,2011-2012,Alameda,Oakland Unified,Laurel Elementary,94619
01,61259,6002000,01,0000,2011-2012,Alameda,Oakland Unified,Lazear Elementary,94601
01,61259,6002018,01,0000,2011-2012,Alameda,Oakland Unified,Lincoln Elementary,94607
01,61259,6002042,01,0000,2011-2012,Alameda,Oakland Unified,Manzanita Community,94601
01,61259,6002059,01,0000,2011-2012,Alameda,Oakland Unified,Markham Elementary,94605
01,61259,6002067,01,0000,2011-2012,Alameda,Oakland Unified,Maxwell Park International Academy,94619
01,61259,6002075,01,0000,2011-2012,Alameda,Oakland Unified,Bridges Academy,94601
01,61259,6002083,01,0000,2011-2012,Alameda,Oakland Unified,Montclair Elementary,94611
01,61259,6002091,01,0000,2011-2012,Alameda,Oakland Unified,Parker Elementary,94605
01,61259,6002109,01,0000,2011-2012,Alameda,Oakland Unified,Peralta Elementary,94609
01,61259,6002117,01,0000,2011-2012,Alameda,Oakland Unified,Piedmont Avenue Elementary,94611
01,61259,6002125,01,0000,2011-2012,Alameda,Oakland Unified,Preparatory Literary Academy,94607
01,61259,6002141,01,0000,2011-2012,Alameda,Oakland Unified,Redwood Heights Elementary,94619
01,61259,6002166,01,0000,2011-2012,Alameda,Oakland Unified,Santa Fe Elementary,94608
01,61259,6002174,01,0000,2011-2012,Alameda,Oakland Unified,Sequoia Elementary,94602
01,61259,6002182,01,0000,2011-2012,Alameda,Oakland Unified,Sobrante Park Elementary,94603
01,61259,6002190,01,0000,2011-2012,Alameda,Oakland Unified,Esperanza Elementary,94603
01,61259,6002216,01,0000,2011-2012,Alameda,Oakland Unified,Thornhill Elementary,94611
01,61259,6002273,01,0000,2011-2012,Alameda,Oakland Unified,ACORN Woodland Elementary,94621
01,61259,6056998,01,0000,2011-2012,Alameda,Oakland Unified,Harte (Bret) Middle,94602
01,61259,6057004,01,0000,2011-2012,Alameda,Oakland Unified,Claremont Middle,94618
01,61259,6057020,01,0000,2011-2012,Alameda,Oakland Unified,Frick Middle,94605
01,61259,6057046,01,0000,2011-2012,Alameda,Oakland Unified,Hoover Elementary,94608
01,61259,6057061,01,0000,2011-2012,Alameda,Oakland Unified,Edna Brewer Middle,94610
